author,old_author,title,old_title,sub_title,old_sub_title,publisher,old_publisher,publication_date,old_publication_year,old_original_title,old_original_subtitle,old_purchase_date,old_my_rating,image_name,old_cover,old_categories,isbn-13,isbn-10,old_isbn,old_took,old_notes,format,old_print_format,nof_pages,old_read_it,description,old_description,language,language_iso
Hiroaki Samura,Hiroaki Samura,"Blade of the Immortal, Vol. 19",Blade of the immortal 19, Badger Hole,Badger Hole,Dark Horse Manga,,2008-06-24,,,,2016-10-09,0.0,9781593079697.jpg,,,9781593079697.0,1593079699,9781593079697.0,,,Paperback,,168.0,No,"The time for reconnaissance, planning, and waiting is over! Rin and Doa, desperate to be reunited with their friends (or even reassured that they&apos;re alive), take their first bold steps in penetrating Edo Castle&apos;s defenses and foiling Kagimura&apos;s foul ""immortality"" experiments! A trip to an old doctor, a chance encounter with a high-strung peasant, and an appearance by a strange, all-new Itto-ryu warrior combine to make this volume an important series of encounters in persistent Rin&apos;s quest to find Manji and Isaku-and in her own growth as a warrior! The ""Badger Hole"" is a dank passageway that leads to an underground tunnel system beneath Edo Castle. With some new skills and tricks, these two young ladies brave darkness and the promise of death to run headlong towards Kagimura&apos;s cruel prisons, where Manji hangs drugged and helpless!",,English,en
Hiroaki Samura,"Wayne Truman, Tomoko Saito",Blade of the Immortal,Blade of the immortal 2, Cry of the Worm Vol.2,Cry of the Worm,Dark Horse Manga,Dark Horse Manga,1998-04-01,,,,2016-10-09,0.0,9781569713006.jpg,https://books.google.ru/books/content?id=DMs3AQAAIAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781569713006.0,1569713006,9781569713006.0,,,Paperback,,176.0,No,"Manji, a ronin warrior of feudal Japan, has been cursed with immortality. The curse of the bloodworm is what keeps him alive--slit his throat or stab him in the heart and these mystical worms will force his body to heal. This immortal curse will not be lifted until Manji has killed one thousand evil men! If you like samurai action, Hiroaki Samura's ""Blade of the Immortal will keep you on edge.","Manji, a ronin warrior of feudal Japan, has been cursed with immortality and to rid his eternal suffering and lift the curse, he must slay one thousand enemies, and his quest begins with a young girl who seeks revenge on her parents' killers.",English,en
Hiroaki Samura,"Hiroaki Samura, Tomoko Saito","Blade of the Immortal, Vol. 20",Blade of the immortal 20, Demon Lair,Demon Lair,Dark Horse,,2008-12-23,,,,2016-10-09,0.0,9781595821997.jpg,https://books.google.ru/books/content?id=QdHJMgAACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781595821997.0,1595821996,9781595821997.0,,,Paperback,,280.0,No,"Manji, a ronin warrior of feudal Japan, has been cursed with immortality and to rid his eternal suffering and lift the curse, he must slay one thousand enemies, and his quest begins with a young girl who seeks revenge on her parents` killers.","Manji, a ronin warrior of feudal Japan, has been cursed with immortality and to rid his eternal suffering and lift the curse, he must slay one thousand enemies, and his quest begins with a young girl who seeks revenge on her parents' killers.",English,en
Hiroaki Samura,Hiroaki Samura,"Blade of the Immortal, Vol. 21",Blade of the immortal 21, Demon Lair II,Demon Lair II,Dark Horse Manga,,2009-08-04,,,,2016-10-09,0.0,9781595823236.jpg,,,9781595823236.0,1595823239,9781595823236.0,,,Paperback,,232.0,No,"A prisoner subjected to Habaki Kagimura and crazy Doc Burando&apos;s twisted experiments for far too long, Manji finds himself closer to freedom than ever before-but several colorful villains block his way! While the shogun&apos;s executioner matches Manji and DÂ¿a&apos;s skills, the reborn, powerful Isaku struggles with Asaemon and Kagimura&apos;s henchmen. The breakout battle in the tunnels beneath Edo Castle continues! With plenty of mortal enemies to go around, Manji and company are surprised by the appearance of Burando&apos;s most horrific kessen-chu success story, just as the already treacherous tunnels begin to flood. Rin tries to remain hopeful, Burando faces the reality of his ""immortality experiments"" on Manji, and a monstrous villain makes a return appearance!",,English,en
Hiroaki Samura,Hiroaki Samura,"Blade of the Immortal, Vol. 22",Blade Of The Immortal 22, Footsteps,Footsteps,Dark Horse Manga,Dark Horse Comics,2010-01-26,2010.0,,,2016-06-18,0.0,9781595824431.jpg,,,9781595824431.0,159582443X,9781595824431.0,,,Paperback,,224.0,No,No Information Available,,English,en
Hiroaki Samura,Hiroaki Samura,"Blade of the Immortal, Vol. 23",Blade Of The Immortal 23, Scarlet Swords,Scarlet Swords,Dark Horse Manga,Dark Horse Comics,2011-02-15,2011.0,,,2016-06-18,0.0,9781595826718.jpg,,,9781595826718.0,1595826718,9781595826718.0,,,Paperback,,224.0,No,To atone for the atrocities committed under his watch  Habaki Kagimura is no longer the top general for Edo castle and the shogunate  and - he must commit ritual suicide. While his replacement gave the despised Itto-ryu gang a reprieve and an order to leave Edo and remain in exile  Kagimura still has one shot to redeem himself. Desperate and with very little time left  he's assembled his Rokki-dan warriors - with Kagimura's own daughter among their numbers - and he now seeks to hunt down and wipe out the Itto-ryu for good. But in his haste  will he fall for a string of traps planned by Anotsu  their devious leader? Freed and unfazed by his time in Edo's dungeons  Manji searches for his missing limb  and a few old friends return to the pages of this action-filled  epic manga series.,,English,en
Hiroaki Samura,Hiroaki Samura,"Blade of the Immortal, Vol. 24",Blade Of The Immortal 24, Massacre,Massacre,Dark Horse Manga,Dark Horse Manga,2011-11-08,2011.0,,,2016-06-18,0.0,9781595827517.jpg,,,9781595827517.0,159582751X,9781595827517.0,,,Paperback,,208.0,No,"There's going to be a massacre at Edo Castle! While the bitter Kagimura believes that he's sending his forces chasing after Anotsu and the entire Itto-ryu crew  Anotsu fakes them all out and risks his life in one mad dash back to Edo Castle grounds! What is his strange mission? Hiroaki Samura's widely acclaimed ""Blade of the Immortal"" manga series has won awards across the globe  including the Eisner Award in America  the prestigious Media Arts Award of Japan  and multiple British Eagle Awards.",,English,en
Hiroaki Samura,Hiroaki Samura,Blade of the Immortal Volume 25,Blade Of The Immortal 25, Snowfall At Dawn,Snowfall At Dawn,Dark Horse Manga,,2012-08-14,2012.0,,,2016-06-18,0.0,9781595828835.jpg,,,9781595828835.0,1595828834,9781595828835.0,,,Paperback,Paperback,224.0,No,,,English,en
Hiroaki Samura,Hiroaki Samura,Blade of the Immortal Volume 26,Blade Of The Immortal 26, Blizzard,Blizzard,Dark Horse Manga,Dark Horse Comics,2013-03-26,2013.0,,,2016-06-18,0.0,9781616550981.jpg,,,9781616550981.0,1616550988,9781616550981.0,,,Paperback,Paperback,224.0,No,,,English,en
Hiroaki Samura,Hiroaki Samura,Blade of the Immortal Volume 27,Blade Of The Immortal 27, Mist on the Spider's Web,Mist On The Spider's Web,Dark Horse,Dark Horse Manga,2013-09-24,2013.0,,,2016-06-18,0.0,9781616552152.jpg,,,9781616552152.0,1616552158,9781616552152.0,,,Paperback,,240.0,No,,,English,en
Hiroaki Samura,Hiroaki Samura,Blade of the Immortal Volume 28,Blade Of The Immortal 28, Raining Chaos,Raining Chaos,Dark Horse Manga,Dark Horse Manga,2014-02-04,2014.0,,,2016-06-18,0.0,9781616553210.jpg,,,9781616553210.0,1616553219,9781616553210.0,,,Paperback,,216.0,No,,,English,en
Hiroaki Samura,Hiroaki Samura,Blade of the Immortal Volume 29,Blade Of The Immortal 29, Beyond Good and Evil,Beyond Good and Evil,Dark Horse Manga,Dark Horse Manga,2018-08-15,2014.0,,,2016-06-18,0.0,9781630088545.jpg,,,9781630088545.0,1630088544,9781616553371.0,,,,,216.0,No,,,English,en
Hiroaki Samura,Hiroaki Samura,"Blade of the Immortal, Vol. 3",Blade of the Immortal 3, Dreamsong,Dreamsong,Dark Horse,Dark Horse Comics,1999-12-07,,,,2016-10-09,0.0,9781569713570.jpg,https://books.google.ru/books/content?id=hVp1AQAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781569713570.0,156971357X,9781569713570.0,,,Paperback,,208.0,No,"Makie is a natural-born killer bred to be a geisha. Splitting her life between servitude and slaughter could lead to an untimely death, so it&apos;s time she chooses a path. Her choice could mean trouble for Manji, the immortal samurai. It&apos;s round two for the man who gave up his right to die and the woman who gave up her right to dream, and this time around, nobody wins. Dreamsong is third in a series of beautiful Japanese graphic novels from Hiroaki Samura&apos;s award-winning serial Blade of the Immortal. This critically-acclaimed work was recently awarded the Japanese Media Arts Award for outstanding manga by the Japanese Government&apos;s Ministry of Education Agency of Cultural Affairs, and was displayed at Tokyo&apos;s National Theater and the Tokyo City Opera along with winners from other categories.","Makie is a natural-born killer bred to be a geisha. Splitting her life between servitude and slaughter could lead to an untimely death, so it's time she chooses a path, but her choice could mean trouble for Manji, the immortal samurai. It's round two for the man who gave up his right to die and the woman who gave up her right to dream. And this time, there'll be no winners.",English,en
Hiroaki Samura,Hiroaki Samura,Blade of the Immortal Volume 30,Blade Of The Immortal 30, Vigilance,Vigilance,Dark Horse Manga,Dark Horse Manga,2014-11-11,2014.0,,,2016-06-18,0.0,9781616554842.jpg,,,9781616554842.0,1616554843,9781616554842.0,,,Paperback,,216.0,No,,,English,en
Hiroaki Samura,Hiroaki Samura,Blade of the Immortal Volume 31,Blade Of The Immortal 31, Final Curtain,Final Curtain,Dark Horse Manga,,2015-04-14,,,,2016-06-18,0.0,9781616556266.jpg,,,9781616556266.0,1616556269,9781616556266.0,,,Paperback,,288.0,No,,,English,en
Hiroaki Samura,Hiroaki Samura,Blade of the Immortal,Blade of the Immortal 4," On Silent Wings, Volume 4",On silent wings,Dark Horse Manga,,1999-08-25,,,,2016-10-09,0.0,9781569714126.jpg,https://books.google.ru/books/content?id=X8s3AQAAIAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781569714126.0,1569714126,9781569714126.0,,,Paperback,,168.0,No,"Manji is a samurai, one of the most skilled in all of feudal Japan. He is also immortal, and condemned to a life of combat until he spills the blood of a thousand evil men. But along with eternal life comes the need to make a living, so Manji works as a bodyguard for Rin, who seeks to avenge her father`s murder at the hands of one of Japan`s deadliest swordsmen, Kagehisa Anotso, Rin vows to take retribution personally, but even with Maji`s instruction and her own burning thirst for revenge, will Rin ever be able to stand against such a powerful and ruthless adversary? And in her quest to kill Atheotsu, does she risk becoming more like him.","Condemned to a life of warfare until he kills a thousand evil men, Manji, a skilled samurai swordsman, labors as the bodyguard for Rin, a woman who has vowed revenge for her father's murder. Original.",English,en
Hiroaki Samura,Hiroaki Samura,Blade of the Immortal Volume 5,Blade of the Immortal 5,,On silent wings II,Dark Horse Manga,,2014-12-17,,,,2016-10-09,0.0,9781621158202.jpg,https://books.google.ru/books/content?id=qss3AQAAIAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781621158202.0,1621158209,9781569714447.0,,,,,184.0,No,,"Manji, a ronin warrior of feudal Japan, has been cursed with immortality and to rid his eternal suffering and lift the curse, he must slay one thousand enemies, and his quest begins with a young girl who seeks revenge on her parents' killers.",English,en
Hiroaki Samura,"Hiroaki Samura, Wayne Truman, Tomoko Saito",Blade of the Immortal Volume 6,Blade of the Immortal 6,,Dark shadows,Dark Horse Manga,Dark Horse Manga,2014-12-17,,,,2016-10-09,0.0,9781621158219.jpg,https://books.google.ru/books/content?id=3ss3AQAAIAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781621158219.0,1621158217,9781569714690.0,,,,,192.0,No,,"Manji, a ronin warrior of feudal Japan, has been cursed with immortality and to rid his eternal suffering and lift the curse, he must slay one thousand enemies, and his quest begins with a young girl who seeks revenge on her parents' killers.",English,en
Hiroaki Samura,Hiroaki Samura,"Blade of the Immortal, Vol. 7",Blade of the Immortal 7, Heart of Darkness,Heart of darkness,Dark Horse,,2001-06-12,,,,2016-10-09,0.0,9781569715314.jpg,https://books.google.ru/books/content?id=Msw3AQAAIAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781569715314.0,1569715319,9781569715314.0,,,Paperback,,192.0,No,"Rin and her bodyguard, the immortal Manji, visit the headquarters of the mysterious Akagi assassins--led by the beautiful and deadly Hyakurin--who are out for vengeance against the Itto-Ryu, the rogue sword school responsible for the murder of Rin&apos;s parents. Original. (Graphic Novel)","Manji, a ronin warrior of feudal Japan, has been cursed with immortality and to rid his eternal suffering and lift the curse, he must slay one thousand enemies, and his quest begins with a young girl who seeks revenge on her parents' killers.",English,en
Hiroaki Samura,"Hiroaki Samura, Wayne Truman","Blade of the Immortal, Vol. 8",Blade of the Immortal 8, The Gathering,The Gathering,Dark Horse,Dark Horse Manga,2001-10-08,,,,2016-10-09,0.0,9781569715468.jpg,https://books.google.ru/books/content?id=Pc03AQAAIAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781569715468.0,1569715467,9781569715468.0,,,Paperback,,208.0,No,"Rin continues to run against obstacles in her quest to avenge her murdered parents after her alliance with the Mugai-ry?u fails, as she separates from Manji to pass through the Shogun&apos;s checkpoints alone and is then named a murder suspect.",Blade of the Immortal,English,en
Hiroaki Samura,"Hiroaki Samura, Dana Lewis, Toren Smith",Blade of the Immortal,Blade of the Immortal 9," The Gathering part 2, Volume 9",The gathering II,Dark Horse,,2001-12-14,,,,2016-10-09,0.0,9781569715604.jpg,https://books.google.ru/books/content?id=iMY3AQAAIAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781569715604.0,1569715602,9781569715604.0,,,Paperback,,216.0,No,"While the immortal samurai, Manji, has his hands full with a trio of skillful and merciless killers of the renegade Itt?ryn sword school, Manji&apos;s charge, Rin, prepares to fulfill her quest of vengeance. A Graphic Novel. Original.","Manji, a ronin warrior of feudal Japan, has been cursed with immortality and to rid his eternal suffering and lift the curse, he must slay one thousand enemies, and his quest begins with a young girl who seeks revenge on her parents' killers.",English,en
Judd Winick,Judd Winick,Catwoman Vol. 1,Catwoman Volume 1, The Game (The New 52),,DC Comics,DC Comics,2012-05-22,2012.0,,,2016-06-18,0.0,9781401234645.jpg,,,9781401234645.0,140123464X,9781401234645.0,,,Paperback,,144.0,No,,,English,en
Darwyn Cooke,Ed Brubaker; Darwyn Cooke,Catwoman Vol. 1,Catwoman Volume 1, Trail of the Catwoman,Trail Of The Catwoman,DC Comics,DC Comics,2012-01-31,2012.0,,,2016-06-18,0.0,9781401233846.jpg,,,9781401233846.0,1401233848,9781401233846.0,,,Paperback,,336.0,No,,,English,en
Judd Winick,Judd Winick,Catwoman Vol. 2,Catwoman Volume 2, Dollhouse (The New 52),Dollhouse,DC Comics,DC Comics,2013-03-05,2012.0,,,2016-06-18,0.0,9781401238391.jpg,,,9781401238391.0,1401238394,9781401238391.0,,,Paperback,,144.0,No,,,English,en
Ed Brubaker,Brubaker Ed,Catwoman Vol. 2,Catwoman Volume 2, No Easy Way Down,No Easy Way Down,DC Comics,,2013-06-18,,,,2016-06-18,0.0,9781401240370.jpg,,,9781401240370.0,1401240372,9781401240370.0,,,Paperback,,400.0,No,,,English,en
Ann Nocenti,Ann Nocenti,Catwoman Vol. 3,Catwoman Volume 3, Death of the Family (The New 52) (Catwoman: The New 52),Death Of The Family,DC Comics,,2013-10-22,,,,2016-06-18,0.0,9781401242725.jpg,,,9781401242725.0,1401242723,9781401242725.0,,,Paperback,,176.0,No,,,English,en
Ann Nocenti,Nocenti Ann,Catwoman Vol. 4,Catwoman Volume 4, Gotham Underground (The New 52) (Catwoman: The New 52),Gotham Underground,DC Comics,,2014-06-03,,,,2016-06-18,0.0,9781401246273.jpg,,,9781401246273.0,1401246273,9781401246273.0,,,Paperback,,208.0,No,,,English,en
Mark Millar,,Civil War,Civil War,,A Marvel Comics Event,Marvel Comics,,2007-04-11,,,,2018-08-23,0.0,9780785121794.jpg,,,9780785121794.0,078512179X,9780785121794.0,,,Paperback,,208.0,No,"The landscape of the Marvel Universe is changing  and it's time to choose: Whose side are you on? A conflict has been brewing from more than a year  threatening to pit friend against friend  brother against brother - and all it will take is a single misstep to cost thousands their lives and ignite the fuse! As the war claims its first victims  no one is safe as teams  friendships and families begin to fall apart. The crossover that rewrites the rules  ""Civil War"" stars ""Spider-Man""  the ""New Avengers""  the ""Fantastic Four""  the ""X-Men"" and the entirety of the Marvel pantheon! This title collects ""Civil War""  numbered 1-7  plus extras.",,English,en
Marv Wolfman,"Marv Wolfman, George Perez",Crisis On Infinite Earths,Crisis on Infinite Earths,,,DC Comics,,2001-01-01,,,,2019-05-25,0.0,9781563897504.jpg,,,9781563897504.0,1563897504,9781563897504.0,,,Paperback,,368.0,No,"A reprint of the original twelve-issue series that brought together all of DC&apos;s superhero characters from the beginning through the early 1980s, changing the DC universe forever.",,English,en
,"Kazuo Koike, Will Jacobs, Ryoichi Ikegami",,Crying Freeman,,A Taste of Revenge Vol 1,,Viz,,,,,2016-10-09,0.0,,https://books.google.ru/books/content?id=_r_EOAAACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,929279891.0,,,,,,No,,,,
,"Kazuo Koike, Will Jacobs, Ryoichi Ikegami",,Crying Freeman,,A Taste of Revenge Vol 2,,Viz,,,,,2016-10-09,0.0,,https://books.google.ru/books/content?id=_r_EOAAACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,929279905.0,,,,,,No,,,,
,Kazuo Koike,,Crying Freeman,,Abduction in Chinatown,,,,,,,2016-10-09,0.0,,,,,,,,,,,,No,,,,
,Kazuo Koike,,Crying Freeman,,Journey to Freedom Vol 1,,,,,,,2016-10-09,0.0,,,,,,,,,,,,No,,,,
,Kazuo Koike,,Crying Freeman,,Journey to Freedom Vol 2,,,,,,,2016-10-09,0.0,,,,,,,,,,,,No,,,,
,Kazuo Koike,,Crying Freeman,,Portrait of a Killer Part 1,,,,,,,2016-10-09,0.0,,,,,,,,,,,,No,,,,
,Kazuo Koike,,Crying Freeman,,Portrait of a Killer Part 2,,,,,,,2016-10-09,0.0,,,,,,,,,,,,No,,,,
,Kazuo Koike,,Crying Freeman,,Shades of Death Vol 1,,,,,,,2016-10-09,0.0,,,,,,,,,,,,No,,,,
,Kazuo Koike,,Crying Freeman,,Shades of Death Vol 2,,,,,,,2016-10-09,0.0,,,,,,,,,,,,No,,,,
,Kazuo Koike,,Crying Freeman,,Shades of Death Vol 3,,,,,,,2016-10-09,0.0,,,,,,,,,,,,No,,,,
Frank Miller,,Daredevil,Daredevil, The Man Without Fear,The Man Without Fear,Marvel,Marvel,2010-06-16,,,,2017-01-18,0.0,9780785134794.jpg,https://books.google.ru/books/content?id=u-AkPwAACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785134794.0,0785134794,9780785134794.0,,,Paperback,,224.0,No,"A fire burns deep within Matt Murdock. He was raised by a single father, an over-the-hill prizefighter with one last chance to make it good - a chance that cost him his life. Taunted and tormented by children while growing up, Matt&apos;s life was irrevocably altered after he was blinded by radioactive materials while saving the life of an old man. The payoff? An unbreakable will and a keen intelligence, helping focus the super-senses he was blessed with during the accident. His story is one of love, pain, disappointment and strength. Witness the tour-de-force origin of the Man Without Fear by industry legends Frank Miller and John Romita Jr.Collects Daredevil: The Man Without Fear #1-5.","A fire burns deep within Matt Murdock. He was raised by a single father, an over-the-hill prizefighter with one last chance to make it good - a chance that cost him his life. Taunted and tormented by children while growing up, Matt's life was irrevocably altered after he was blinded by radioactive materials while saving the life of an old man. The payoff? An unbreakable will and a keen intelligence, helping focus the super-senses he was blessed with during the accident. His story is one of love, pain, disappointment, and strength. Witness the tour-de-force origin of the Man Without Fear by industry legends Frank Miller and John Romita Jr. Collects Daredevil: The Man Without Fear #1-5",English,en
Frank Miller,"Frank Miller, Klaus Janson",DAREDEVIL BY FRANK MILLER & KLAUS JANSON VOL. 1,Daredevil Vol. 1,,,Marvel,,2008-11-19,,,,2018-12-16,0.0,9780785134732.jpg,,,9780785134732.0,0785134735,9780785134732.0,,,Paperback,,336.0,No,"A classic Marvel hero defined by one of comics' greatest visionaries! A Marvel Comics mainstay since 1964, Daredevil got a new lease on life in a landmark 1979-1983 run by writer-penciler Frank Miller and inker-penciler Klaus Janson, whose daring reinvention of the character quickly made Miller one of the biggest and most influential stars in the comic-book industry.Miller put his own stamp on established cast members such as reporter Ben Urich, femme fatale Black Widow, mad assassin Bulls",,English,en
Mark Waid,Mark Waid,"Daredevil, Vol. 1",Daredevil Vol. 1,,Devil at Bay,Marvel,Marvel Entertainment,2012-08-08,2012.0,,,2016-06-18,0.0,9780785152385.jpg,https://books.google.ru/books/content?id=0F2DBAAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785152385.0,0785152385,9780785152385.0,,,Paperback,Paperback,152.0,No,,"Collects Daredevil #1-5, #0.1.",English,en
Mark Waid,Mark Waid,"Daredevil, Vol. 2",Daredevil Vol. 2,,,Marvel,Marvel Entertainment,2012-12-26,2012.0,,,2016-06-18,0.0,9780785152408.jpg,https://books.google.ru/books/content?id=B_dwBgAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785152408.0,0785152407,9780785152408.0,,,Paperback,Paperback,136.0,No,,,English,en
Frank Miller,"Frank Miller, Klaus Janson",DAREDEVIL BY FRANK MILLER & KLAUS JANSON VOL. 2,Daredevil Vol. 2,,,Marvel,,2008-12-17,,,,2018-12-16,0.0,9780785134749.jpg,,,9780785134749.0,0785134743,9780785134749.0,,,Paperback,,328.0,No,"A classic Marvel hero redefined by one of comics' greatest visionaries! A Marvel Comics mainstay since 1964, Daredevil got a new lease on life in a landmark 1979-1983 run by writer-penciler Frank Miller and inker-penciler Klaus Janson, whose daring reinvention of the character quickly made Miller one of the biggest and most influential stars in the comic-book industry.Miller puts his own stamp on established cast member such as reporter Ben Urich, femme fatale Black Widow, mad assassin Bu",,English,en
Mark Waid,Mark Waid ,"Daredevil, Vol. 3",Daredevil Vol. 3,,,Marvel,Marvel Entertainment,2013-04-02,2013.0,,,2016-06-18,0.0,9780785161011.jpg,https://books.google.ru/books/content?id=E2mrCQAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785161011.0,0785161015,9780785161011.0,,,Paperback,Paperback,160.0,No,,Daredevil's recent traumas have left him coping in an unexpected way! A mystery that's been building since issue one starts to pay off big! San Francisco now has two men without fear -- and only one will be left standing! Collecting Daredevil (2014) #11-15.,English,en
Mark Waid,Mark Waid,Daredevil by Mark Waid Volume 4,Daredevil Vol. 4,,,Marvel,Marvel Entertainment,2013-09-17,2013.0,,,2016-06-18,0.0,9780785161035.jpg,https://books.google.ru/books/content?id=JecIAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785161035.0,0785161031,9780785161035.0,,,Paperback,,136.0,No,,"Collects Daredevil (2011) #16-21. Nelson & Murdock is no more! Foggy's discovered a shocking secret that Matt's been keeping - and he doesn't take it well! It's a turning point in the lives of Marvel's most famous legal team! Then, it's the return of someone Matt thought was gone forever, and the debut of a new menace in New York...the killer called Coyote! Daredevil's newest threat is not what Matt expects...but then again, just how sane is Matt Murdock right now, anyway? The biggest Daredevil story yet begins here, as the streets of New York run red with blood and Matt's mind unravels under the Coyote-created chaos!",English,en
Mark Waid,Mark Waid,Daredevil by Mark Waid Volume 5,Daredevil Vol. 5,,,Marvel,Marvel Entertainment,2014-04-29,2014.0,,,2016-06-18,0.0,9780785161059.jpg,https://books.google.ru/books/content?id=69ceAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785161059.0,0785161058,9780785161059.0,,,Paperback,,144.0,No,,"Collects Daredevil 22-27. A mystery takes Daredevil to the edge like never before! When Matt Murdock receives fateful news about someone close to him, will he be forced to abandon his super-hero identity to save one of his dearest friends? As a life-or-death medical drama plays out in Matt 's personal life, the hidden foe behind Daredevil's recent troubles steps out of the shadows to play his trump card. The Man Without Fear comes face-to-face with his opposite number - an unstoppable enemy with a mysterious connecti on to the accident that gave young Matt Murdock his powers.",English,en
Mark Waid,"Mark Waid, Tom Peyer",Daredevil by Mark Waid Volume 6,Daredevil Vol. 6,,,Marvel,Marvel Entertainment,2014-09-09,2013.0,,,2016-06-18,0.0,9780785166795.jpg,https://books.google.ru/books/content?id=86Y9BAAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785166795.0,0785166793,9780785166795.0,,,Paperback,Paperback,112.0,No,,"Collects Daredevil #28-30, Indestructible Hulk #9-10. There was one man young Daredevil feared and now Matt Murdock is representing him in court. The minor demons of Matt Murdock's past lead to some Daredevil sized present problems.",English,en
Mark Waid,Mark Waid,Daredevil by Mark Waid Volume 7,Daredevil Vol. 7,,,Marvel,Marvel Entertainment,2015-01-06,,,,2017-04-06,0.0,9780785189619.jpg,https://books.google.com/books/content?id=CcOVBQAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785189619.0,0785189610,9780785189619.0,,,Paperback,,136.0,No,,Collects Daredevil #31-36.,English,en
Charles Soule,,Daredevil,Daredevil: Back in Black Vol. 1, Back in Black Vol. 1: Chinatown,,Marvel,Marvel,2016-05-24,,,,2016-06-18,0.0,9780785196440.jpg,https://books.google.ru/books/content?id=bG9vjgEACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785196440.0,0785196447,9780785196440.0,,,Paperback,,120.0,No,,"Daredevil is back in black and back on his home turf, as Matt Murdock begins a fresh life once again! He may have returned to New York City, but Matt's on a different side of the law now, with a job in the District Attorney's office. And he's finding his new career quite the challenge, as even his incredible skills aren't enough to indict the local crime lord known as Tenfingers. Could this be a job for Daredevil? Fighting crime in the shadows, prosecuting bad guys in the light, it's a whole new chapter for the Man Without Fear - and it comes with a protégé. Welcome to Hell, Blindspot - you'll soon find that life with DD comes with more than its fair share of Hand ninjas out for your blood! COLLECTING: DAREDEVIL 1-5; ALL-DIFFERENT POINT ONE 1 (DD STORY)",English,en
Charles Soule,,Daredevil,Daredevil: Back in Black Vol. 2, Back in Black Vol. 2: Supersonic,,Marvel,Marvel,2016-10-04,,,,2016-10-17,0.0,9780785196457.jpg,https://books.google.ru/books/content?id=zXayjwEACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9780785196457.0,0785196455,9780785196457.0,,,Paperback,,120.0,No,,"Matt Murdock is back in his old stomping grounds of New York City, and somehow he has managed to hide his secret identity from the world once again. But there are some parts of his past that Matt can never escape. Ghosts like the first woman he ever loved and lost. Now, Elektra Natchios is back in the Big Apple and she's got a deadly score to settle with the Man Without Fear! This will be far from a happy reunion, as Hell's Kitchen knows no fury like an assassin scorned. Daredevil's dark new direction continues! COLLECTING: DAREDEVIL 6-9, Annual 1",English,en
Charles Soule,,Daredevil,Daredevil: Back In Black Vol. 3, Back in Black Vol. 3: Dark Art (Daredevil (Paperback)),Dark Art,Marvel,,2017-03-07,,,,2017-11-19,0.0,9781302902971.jpg,,,9781302902971.0,1302902970,9781302902971.0,,,Paperback,,112.0,No,,,English,en
Charles Soule,,Daredevil,Daredevil: Back In Black Vol. 4, Back in Black Vol. 4: Identity,Identity,Marvel,,2017-08-01,,,,2017-11-19,0.0,9781302905620.jpg,,,9781302905620.0,1302905627,9781302905620.0,,,Paperback,,136.0,No,,,English,en
Charles Soule,,Daredevil,Daredevil: Back in Black Vol. 5, Back in Black Vol. 5: Supreme,Supreme,Marvel,,2017-12-12,,,,2019-05-24,0.0,9781302905637.jpg,,,9781302905637.0,1302905635,9781302905637.0,,,Paperback,,112.0,No,,,English,en
Charles Soule,,Daredevil,Daredevil: Back in Black Vol. 6, Back in Black Vol. 6: Mayor Fisk,Mayor Fisk,Marvel,,2018-08-07,,,,2019-05-24,0.0,9781302910624.jpg,,,9781302910624.0,1302910620,9781302910624.0,,,Paperback,,136.0,No,,,English,en
